# x_kpc y_kpc z_kpc flag luminosity_r_mag
2.836015625000000000e+02 6.422343750000000000e+02 -1.937437500000000000e+03 1.000000000000000000e+00 -1.862963104248046875e+01
9.038164062500000000e+02 2.020492187500000000e+03 -4.765625000000000000e+02 1.000000000000000000e+00 -1.818134880065917969e+01
-7.816601562500000000e+02 -4.422031250000000000e+02 -7.180156250000000000e+02 1.000000000000000000e+00 -1.846860504150390625e+01
7.076562500000000000e+01 -2.813125000000000000e+02 -9.234375000000000000e+01 1.000000000000000000e+00 -1.870243072509765625e+01
1.348789062500000000e+03 6.525781250000000000e+01 8.896875000000000000e+02 1.000000000000000000e+00 -1.659154701232910156e+01
1.079867187500000000e+03 6.387265625000000000e+02 -1.273640625000000000e+03 1.000000000000000000e+00 -1.804970932006835938e+01
1.729843750000000000e+02 -4.039843750000000000e+01 9.370000000000000000e+02 1.000000000000000000e+00 -1.838452720642089844e+01
7.909765625000000000e+01 -2.472421875000000000e+02 -5.293906250000000000e+02 1.000000000000000000e+00 -1.848498344421386719e+01
2.434101562500000000e+02 5.769296875000000000e+02 2.350781250000000000e+02 1.000000000000000000e+00 -1.751745605468750000e+01
4.781289062500000000e+02 8.867187500000000000e+01 5.155156250000000000e+02 1.000000000000000000e+00 -1.873255348205566406e+01
-2.376914062500000000e+02 1.497429687500000000e+03 1.327578125000000000e+03 1.000000000000000000e+00 -1.722033882141113281e+01
-8.939414062500000000e+02 -6.200781250000000000e+02 -3.381718750000000000e+02 1.000000000000000000e+00 -1.843044853210449219e+01
9.341367187500000000e+02 6.599765625000000000e+02 1.533234375000000000e+03 1.000000000000000000e+00 -1.817164802551269531e+01
1.140898437500000000e+03 4.091718750000000000e+02 3.745312500000000000e+02 1.000000000000000000e+00 -1.870663261413574219e+01
-1.803085937500000000e+02 9.670781250000000000e+02 7.201562500000000000e+01 1.000000000000000000e+00 -1.810976600646972656e+01
1.355585937500000000e+03 -8.994375000000000000e+02 -3.695625000000000000e+02 1.000000000000000000e+00 -1.643795013427734375e+01
4.769648437500000000e+02 -3.755390625000000000e+02 1.324421875000000000e+03 1.000000000000000000e+00 -1.756888771057128906e+01
-4.239062500000000000e+02 6.393750000000000000e+02 -3.673593750000000000e+02 1.000000000000000000e+00 -1.716381835937500000e+01
-3.977812500000000000e+02 -1.145718750000000000e+03 -6.356250000000000000e+02 1.000000000000000000e+00 -1.762998962402343750e+01
1.178281250000000000e+02 -1.680757812500000000e+03 -8.975000000000000000e+01 1.000000000000000000e+00 -1.747326469421386719e+01
-1.323281250000000000e+03 -8.132968750000000000e+02 2.370312500000000000e+02 1.000000000000000000e+00 -1.852371788024902344e+01
-8.659570312500000000e+02 4.702734375000000000e+02 4.814218750000000000e+02 1.000000000000000000e+00 -1.642106437683105469e+01
3.921054687500000000e+02 7.919218750000000000e+02 9.009218750000000000e+02 1.000000000000000000e+00 -1.719584846496582031e+01
-9.777734375000000000e+01 8.119765625000000000e+02 8.884218750000000000e+02 1.000000000000000000e+00 -1.814070320129394531e+01
4.944140625000000000e+01 2.409453125000000000e+02 6.196406250000000000e+02 1.000000000000000000e+00 -1.850650215148925781e+01
-8.922226562500000000e+02 -4.220468750000000000e+02 8.911250000000000000e+02 1.000000000000000000e+00 -1.608347511291503906e+01
7.906484375000000000e+02 -3.781796875000000000e+02 2.937343750000000000e+02 1.000000000000000000e+00 -1.721293449401855469e+01
1.015148437500000000e+03 9.659375000000000000e+02 -9.940625000000000000e+01 1.000000000000000000e+00 -1.719999122619628906e+01
-1.039671875000000000e+03 -6.887031250000000000e+02 -1.442203125000000000e+03 1.000000000000000000e+00 -1.693507575988769531e+01
-1.415449218750000000e+03 -1.334187500000000000e+03 -4.053281250000000000e+02 1.000000000000000000e+00 -1.548857402801513672e+01
-7.209375000000000000e+01 -1.263039062500000000e+03 8.237656250000000000e+02 1.000000000000000000e+00 -1.824200820922851562e+01
5.408632812500000000e+02 6.673046875000000000e+02 6.725312500000000000e+02 1.000000000000000000e+00 -1.624969482421875000e+01
