# x_kpc y_kpc z_kpc flag luminosity_r_mag
1.615351562500000000e+02 -1.628289062500000000e+03 -1.147093750000000000e+03 1.000000000000000000e+00 -1.780093193054199219e+01
1.127812500000000000e+03 -1.521992187500000000e+03 -1.181437500000000000e+03 1.000000000000000000e+00 -1.788088798522949219e+01
-1.972195312500000000e+03 6.936562500000000000e+02 -1.024359375000000000e+03 1.000000000000000000e+00 -1.774392509460449219e+01
8.954882812500000000e+02 4.275078125000000000e+02 1.196609375000000000e+03 1.000000000000000000e+00 -1.770879554748535156e+01
1.178937500000000000e+03 9.218906250000000000e+02 2.474218750000000000e+02 1.000000000000000000e+00 -1.842028236389160156e+01
8.846875000000000000e+02 -4.273437500000000000e+00 -8.990937500000000000e+02 1.000000000000000000e+00 -1.791411781311035156e+01
-6.795585937500000000e+02 4.715156250000000000e+02 4.602031250000000000e+02 1.000000000000000000e+00 -1.839067649841308594e+01
-1.444949218750000000e+03 -1.121015625000000000e+02 4.042187500000000000e+02 1.000000000000000000e+00 -1.856387329101562500e+01
7.962187500000000000e+02 -7.581171875000000000e+02 -8.324531250000000000e+02 1.000000000000000000e+00 -1.685799407958984375e+01
-2.148347656250000000e+03 5.071875000000000000e+02 -3.701562500000000000e+02 1.000000000000000000e+00 -1.573789119720458984e+01
-1.342039062500000000e+03 -2.669765625000000000e+02 -3.091406250000000000e+02 1.000000000000000000e+00 -1.844668960571289062e+01
-3.847773437500000000e+02 -2.231367187500000000e+03 -6.093281250000000000e+02 1.000000000000000000e+00 -1.498866176605224609e+01
1.454921875000000000e+02 3.800859375000000000e+02 -5.969843750000000000e+02 1.000000000000000000e+00 -1.796149444580078125e+01
3.784375000000000000e+02 1.436304687500000000e+03 7.159531250000000000e+02 1.000000000000000000e+00 -1.801262474060058594e+01
9.869570312500000000e+02 -1.545437500000000000e+03 -1.199390625000000000e+03 1.000000000000000000e+00 -1.720025825500488281e+01
-1.054867187500000000e+03 1.467812500000000000e+02 -6.458437500000000000e+02 1.000000000000000000e+00 -1.772277069091796875e+01
-4.000507812500000000e+02 -1.267421875000000000e+03 6.970000000000000000e+02 1.000000000000000000e+00 -1.745242309570312500e+01
-4.864101562500000000e+02 1.165804687500000000e+03 -1.885171875000000000e+03 1.000000000000000000e+00 -1.653750801086425781e+01
3.422070312500000000e+02 -1.294445312500000000e+03 -2.204843750000000000e+02 1.000000000000000000e+00 -1.635426521301269531e+01
-1.900789062500000000e+03 1.244531250000000000e+02 2.493281250000000000e+02 1.000000000000000000e+00 -1.636707687377929688e+01
-5.306328125000000000e+02 1.001398437500000000e+03 -1.612968750000000000e+03 1.000000000000000000e+00 -1.671381950378417969e+01
4.718398437500000000e+02 4.045859375000000000e+02 -1.345906250000000000e+03 1.000000000000000000e+00 -1.742978858947753906e+01
1.056500000000000000e+03 1.525210937500000000e+03 -1.034250000000000000e+03 1.000000000000000000e+00 -1.631118202209472656e+01
-1.816406250000000000e+01 6.114921875000000000e+02 3.888125000000000000e+02 1.000000000000000000e+00 -1.808712768554687500e+01
-9.434531250000000000e+02 -5.076406250000000000e+02 -1.077140625000000000e+03 1.000000000000000000e+00 -1.773212051391601562e+01
-4.667968750000000000e+00 -4.752421875000000000e+02 5.348906250000000000e+02 1.000000000000000000e+00 -1.817745590209960938e+01
-5.722187500000000000e+02 -1.543789062500000000e+03 -1.269062500000000000e+02 1.000000000000000000e+00 -1.797090721130371094e+01
-2.158593750000000000e+02 -3.316406250000000000e+01 -5.017031250000000000e+02 1.000000000000000000e+00 -1.834229087829589844e+01
-2.857617187500000000e+02 1.425000000000000000e+01 -2.892343750000000000e+02 1.000000000000000000e+00 -1.837968635559082031e+01
-6.091484375000000000e+02 -1.214523437500000000e+03 5.021093750000000000e+02 1.000000000000000000e+00 -1.763051033020019531e+01
-4.110468750000000000e+02 -7.267343750000000000e+02 -1.020421875000000000e+03 1.000000000000000000e+00 -1.722813606262207031e+01
2.463437500000000000e+02 1.117656250000000000e+03 6.223593750000000000e+02 1.000000000000000000e+00 -1.668692970275878906e+01
4.567929687500000000e+02 2.334710937500000000e+03 1.303750000000000000e+02 1.000000000000000000e+00 -1.795355606079101562e+01
1.926054687500000000e+02 -1.401968750000000000e+03 -1.689078125000000000e+03 1.000000000000000000e+00 -1.660145950317382812e+01
-5.971601562500000000e+02 1.443617187500000000e+03 -5.157968750000000000e+02 1.000000000000000000e+00 -1.578954601287841797e+01
-3.412773437500000000e+02 3.858437500000000000e+02 -1.437265625000000000e+03 1.000000000000000000e+00 -1.543613910675048828e+01
5.566171875000000000e+02 -1.759054687500000000e+03 1.606093750000000000e+02 1.000000000000000000e+00 -1.531566810607910156e+01
-1.676632812500000000e+03 -7.506171875000000000e+02 -6.250000000000000000e-02 1.000000000000000000e+00 -1.644511032104492188e+01
-3.377304687500000000e+02 2.221093750000000000e+01 -1.111484375000000000e+03 1.000000000000000000e+00 -1.799923324584960938e+01
-3.713007812500000000e+02 -1.089859375000000000e+03 -1.634687500000000000e+03 1.000000000000000000e+00 -1.486048984527587891e+01
-6.914062500000000000e+01 2.398992187500000000e+03 1.695468750000000000e+02 1.000000000000000000e+00 -1.793828392028808594e+01
4.997734375000000000e+02 1.847968750000000000e+03 -8.221875000000000000e+01 1.000000000000000000e+00 -1.589244174957275391e+01
-1.160054687500000000e+03 -7.044296875000000000e+02 -1.749796875000000000e+03 1.000000000000000000e+00 -1.757334709167480469e+01
-3.704609375000000000e+02 1.007351562500000000e+03 -5.765625000000000000e+01 1.000000000000000000e+00 -1.746121025085449219e+01
5.571875000000000000e+01 -1.637421875000000000e+02 7.919843750000000000e+02 1.000000000000000000e+00 -1.811982727050781250e+01
2.868320312500000000e+02 -8.108593750000000000e+01 5.406093750000000000e+02 1.000000000000000000e+00 -1.719422912597656250e+01
2.960351562500000000e+02 -1.218546875000000000e+03 -1.271859375000000000e+03 1.000000000000000000e+00 -1.682444190979003906e+01
-3.962890625000000000e+01 1.746679687500000000e+03 -1.125968750000000000e+03 1.000000000000000000e+00 -1.755725669860839844e+01
-3.244921875000000000e+01 -4.854921875000000000e+02 5.626406250000000000e+02 1.000000000000000000e+00 -1.817315101623535156e+01
7.109257812500000000e+02 6.738203125000000000e+02 1.151562500000000000e+01 1.000000000000000000e+00 -1.700297546386718750e+01
7.990273437500000000e+02 1.886250000000000000e+03 -2.192656250000000000e+02 1.000000000000000000e+00 -1.613748741149902344e+01
-9.503906250000000000e+00 -1.632523437500000000e+03 -4.231875000000000000e+02 1.000000000000000000e+00 -1.716000366210937500e+01
4.514648437500000000e+02 1.778984375000000000e+02 1.114218750000000000e+02 1.000000000000000000e+00 -1.799906730651855469e+01
1.191218750000000000e+03 5.905468750000000000e+02 -1.684187500000000000e+03 1.000000000000000000e+00 -1.714566230773925781e+01
3.923437500000000000e+02 1.402859375000000000e+03 8.950000000000000000e+01 1.000000000000000000e+00 -1.631862640380859375e+01
-5.147851562500000000e+02 1.555937500000000000e+02 -2.050890625000000000e+03 1.000000000000000000e+00 -1.642601585388183594e+01
1.141757812500000000e+02 8.654687500000000000e+02 -1.623046875000000000e+03 1.000000000000000000e+00 -1.640873718261718750e+01
-1.595312500000000000e+03 2.881093750000000000e+02 -3.142656250000000000e+02 1.000000000000000000e+00 -1.752951431274414062e+01
-3.955468750000000000e+01 -4.954531250000000000e+02 4.322031250000000000e+02 1.000000000000000000e+00 -1.792468261718750000e+01
1.730078125000000000e+02 -2.346679687500000000e+03 -4.147031250000000000e+02 1.000000000000000000e+00 -1.618825721740722656e+01
-7.426171875000000000e+01 6.850078125000000000e+02 1.985312500000000000e+02 1.000000000000000000e+00 -1.796734428405761719e+01
4.496484375000000000e+02 1.063664062500000000e+03 9.772343750000000000e+02 1.000000000000000000e+00 -1.676759529113769531e+01
-7.151093750000000000e+02 1.902148437500000000e+03 -8.312968750000000000e+02 1.000000000000000000e+00 -1.680824661254882812e+01
6.357460937500000000e+02 -1.051000000000000000e+03 1.855546875000000000e+03 1.000000000000000000e+00 -1.740976333618164062e+01
-1.169402343750000000e+03 -6.071640625000000000e+02 3.749687500000000000e+02 1.000000000000000000e+00 -1.686794090270996094e+01
-1.559808593750000000e+03 -7.110156250000000000e+01 1.084015625000000000e+03 1.000000000000000000e+00 -1.718390846252441406e+01
8.329101562500000000e+02 -2.264687500000000000e+02 4.281406250000000000e+02 1.000000000000000000e+00 -1.786213302612304688e+01
-1.861796875000000000e+02 1.496085937500000000e+03 9.795156250000000000e+02 1.000000000000000000e+00 -1.583473396301269531e+01
-1.022968750000000000e+03 -1.171242187500000000e+03 5.254531250000000000e+02 1.000000000000000000e+00 -1.614417648315429688e+01
-9.024218750000000000e+02 6.468828125000000000e+02 -1.254328125000000000e+03 1.000000000000000000e+00 -1.700490760803222656e+01
-1.962070312500000000e+03 3.923046875000000000e+02 -1.453750000000000000e+02 1.000000000000000000e+00 -1.694745254516601562e+01
1.597851562500000000e+02 -2.064898437500000000e+03 8.777187500000000000e+02 1.000000000000000000e+00 -1.732881927490234375e+01
1.759257812500000000e+02 -2.331250000000000000e+01 1.860625000000000000e+02 1.000000000000000000e+00 -1.792027473449707031e+01
4.807773437500000000e+02 -8.360937500000000000e+01 8.180312500000000000e+02 1.000000000000000000e+00 -1.755967330932617188e+01
1.725234375000000000e+02 2.472734375000000000e+02 -1.088593750000000000e+02 1.000000000000000000e+00 -1.794625473022460938e+01
-8.483281250000000000e+02 -1.198062500000000000e+03 1.877796875000000000e+03 1.000000000000000000e+00 -1.665199279785156250e+01
-6.536562500000000000e+02 3.120156250000000000e+02 5.823125000000000000e+02 1.000000000000000000e+00 -1.645767211914062500e+01
3.114101562500000000e+02 3.886328125000000000e+02 -2.333218750000000000e+03 1.000000000000000000e+00 -1.493901157379150391e+01
-3.691875000000000000e+02 2.745468750000000000e+02 2.192031250000000000e+02 1.000000000000000000e+00 -1.774517059326171875e+01
3.012382812500000000e+02 2.245937500000000000e+02 4.243125000000000000e+02 1.000000000000000000e+00 -1.792738342285156250e+01
-2.234765625000000000e+01 -1.582312500000000000e+03 9.518281250000000000e+02 1.000000000000000000e+00 -1.679357337951660156e+01
-8.334687500000000000e+02 2.083203125000000000e+02 -3.235156250000000000e+02 1.000000000000000000e+00 -1.758772468566894531e+01
-6.937460937500000000e+02 1.373046875000000000e+02 -1.007546875000000000e+03 1.000000000000000000e+00 -1.732398986816406250e+01
1.550851562500000000e+03 1.614148437500000000e+03 -3.854062500000000000e+02 1.000000000000000000e+00 -1.519699573516845703e+01
-1.290781250000000000e+02 2.325234375000000000e+02 -4.193125000000000000e+02 1.000000000000000000e+00 -1.807066917419433594e+01
-1.913515625000000000e+02 -5.724218750000000000e+01 1.272656250000000000e+02 1.000000000000000000e+00 -1.765612602233886719e+01
5.391562500000000000e+02 6.083281250000000000e+02 -1.618859375000000000e+03 1.000000000000000000e+00 -1.528208446502685547e+01
1.836898437500000000e+03 2.049062500000000000e+02 -5.965468750000000000e+02 1.000000000000000000e+00 -1.638436889648437500e+01
-2.919726562500000000e+02 2.693359375000000000e+02 -1.513593750000000000e+02 1.000000000000000000e+00 -1.732432746887207031e+01
-7.544921875000000000e+01 1.942968750000000000e+02 -4.476093750000000000e+02 1.000000000000000000e+00 -1.753240776062011719e+01
2.860820312500000000e+02 -4.287500000000000000e+01 -3.178125000000000000e+01 1.000000000000000000e+00 -1.780774307250976562e+01
1.245734375000000000e+03 1.287140625000000000e+03 1.444531250000000000e+02 1.000000000000000000e+00 -1.677173042297363281e+01
-5.076562500000000000e+01 -5.825781250000000000e+01 -1.858890625000000000e+03 1.000000000000000000e+00 -1.694968223571777344e+01
1.463562500000000000e+03 7.018671875000000000e+02 -1.730375000000000000e+03 1.000000000000000000e+00 -1.722418975830078125e+01
-1.428054687500000000e+03 5.114609375000000000e+02 -1.033421875000000000e+03 1.000000000000000000e+00 -1.709379005432128906e+01
6.853750000000000000e+02 4.354765625000000000e+02 6.096875000000000000e+01 1.000000000000000000e+00 -1.586377429962158203e+01
-1.225511718750000000e+03 -4.249375000000000000e+02 -1.529468750000000000e+03 1.000000000000000000e+00 -1.728559303283691406e+01
5.267929687500000000e+02 -3.810312500000000000e+02 5.446250000000000000e+02 1.000000000000000000e+00 -1.726294136047363281e+01
5.420351562500000000e+02 -1.730859375000000000e+02 1.117562500000000000e+03 1.000000000000000000e+00 -1.628403091430664062e+01
8.298671875000000000e+02 1.473078125000000000e+03 -4.696406250000000000e+02 1.000000000000000000e+00 -1.697070693969726562e+01
-2.100546875000000000e+02 1.475312500000000000e+02 3.083281250000000000e+02 1.000000000000000000e+00 -1.764901733398437500e+01
4.837773437500000000e+02 7.119765625000000000e+02 1.217687500000000000e+03 1.000000000000000000e+00 -1.509682464599609375e+01
-3.811640625000000000e+02 8.183046875000000000e+02 9.521875000000000000e+01 1.000000000000000000e+00 -1.731719207763671875e+01
8.549375000000000000e+02 -3.087265625000000000e+02 5.811093750000000000e+02 1.000000000000000000e+00 -1.732523536682128906e+01
-4.170039062500000000e+02 6.921328125000000000e+02 -7.743750000000000000e+02 1.000000000000000000e+00 -1.755044746398925781e+01
1.384335937500000000e+03 -8.570156250000000000e+02 -1.013281250000000000e+02 1.000000000000000000e+00 -1.717156028747558594e+01
-5.501757812500000000e+02 -5.395937500000000000e+02 6.356406250000000000e+02 1.000000000000000000e+00 -1.717031860351562500e+01
1.186390625000000000e+03 4.883593750000000000e+02 4.916093750000000000e+02 1.000000000000000000e+00 -1.770974731445312500e+01
1.146750000000000000e+03 1.851015625000000000e+03 -4.687812500000000000e+02 1.000000000000000000e+00 -1.647859191894531250e+01
-2.510976562500000000e+02 -5.038281250000000000e+01 -1.058640625000000000e+03 1.000000000000000000e+00 -1.765302848815917969e+01
4.120117187500000000e+02 8.090781250000000000e+02 7.572656250000000000e+02 1.000000000000000000e+00 -1.503881454467773438e+01
3.067890625000000000e+02 3.263359375000000000e+02 1.263500000000000000e+03 1.000000000000000000e+00 -1.534676742553710938e+01
-1.107300781250000000e+03 1.340101562500000000e+03 -1.322562500000000000e+03 1.000000000000000000e+00 -1.515165519714355469e+01
5.155742187500000000e+02 1.884757812500000000e+03 -4.354531250000000000e+02 1.000000000000000000e+00 -1.495845222473144531e+01
6.769218750000000000e+02 1.303070312500000000e+03 7.489375000000000000e+02 1.000000000000000000e+00 -1.752576828002929688e+01
-1.011250000000000000e+02 -1.428125000000000000e+02 -1.568593750000000000e+02 1.000000000000000000e+00 -1.768991279602050781e+01
-5.695312500000000000e+01 -8.791250000000000000e+02 -1.398906250000000000e+02 1.000000000000000000e+00 -1.714477348327636719e+01
-5.650312500000000000e+02 -1.429218750000000000e+02 1.250000000000000000e+02 1.000000000000000000e+00 -1.709979438781738281e+01
-7.117421875000000000e+02 -1.395132812500000000e+03 -4.668750000000000000e+02 1.000000000000000000e+00 -1.642540168762207031e+01
-3.702812500000000000e+02 1.686875000000000000e+02 -3.188281250000000000e+02 1.000000000000000000e+00 -1.540967082977294922e+01
1.708984375000000000e+01 -1.819531250000000000e+02 5.307343750000000000e+02 1.000000000000000000e+00 -1.755668640136718750e+01
6.710117187500000000e+02 4.737109375000000000e+02 6.202500000000000000e+02 1.000000000000000000e+00 -1.758977317810058594e+01
-1.235625000000000000e+02 2.343515625000000000e+02 -1.808125000000000000e+02 1.000000000000000000e+00 -1.752833557128906250e+01
5.356992187500000000e+02 7.410390625000000000e+02 6.921250000000000000e+02 1.000000000000000000e+00 -1.654936027526855469e+01
1.849882812500000000e+02 9.624296875000000000e+02 -2.609843750000000000e+02 1.000000000000000000e+00 -1.722246932983398438e+01
-1.541707031250000000e+03 3.090000000000000000e+02 -1.325781250000000000e+03 1.000000000000000000e+00 -1.627574539184570312e+01
-2.401757812500000000e+02 1.348437500000000000e+01 -1.233437500000000000e+02 1.000000000000000000e+00 -1.742216300964355469e+01
8.540000000000000000e+02 8.819687500000000000e+02 -1.494765625000000000e+03 1.000000000000000000e+00 -1.542685985565185547e+01
-4.511718750000000000e+00 -5.421093750000000000e+02 1.647656250000000000e+02 1.000000000000000000e+00 -1.728148651123046875e+01
7.639257812500000000e+02 3.734453125000000000e+02 2.207656250000000000e+02 1.000000000000000000e+00 -1.546897506713867188e+01
1.875632812500000000e+03 9.452890625000000000e+02 1.164062500000000000e+02 1.000000000000000000e+00 -1.464202690124511719e+01
1.647421875000000000e+03 -8.724765625000000000e+02 8.681406250000000000e+02 1.000000000000000000e+00 -1.632688713073730469e+01
1.679726562500000000e+02 4.628046875000000000e+02 6.221875000000000000e+01 1.000000000000000000e+00 -1.601419067382812500e+01
8.147695312500000000e+02 1.237835937500000000e+03 5.525000000000000000e+01 1.000000000000000000e+00 -1.535717010498046875e+01
2.552539062500000000e+02 7.729375000000000000e+02 4.290625000000000000e+01 1.000000000000000000e+00 -1.678035354614257812e+01
-3.060820312500000000e+02 -1.739609375000000000e+02 -8.248125000000000000e+02 1.000000000000000000e+00 -1.736530303955078125e+01
1.567343750000000000e+02 -2.419453125000000000e+02 6.435312500000000000e+02 1.000000000000000000e+00 -1.658624267578125000e+01
1.126546875000000000e+03 -1.410148437500000000e+03 1.428187500000000000e+03 1.000000000000000000e+00 -1.645609283447265625e+01
7.326093750000000000e+02 5.992343750000000000e+02 1.185906250000000000e+03 1.000000000000000000e+00 -1.609897232055664062e+01
1.152257812500000000e+03 1.263859375000000000e+03 1.297031250000000000e+02 1.000000000000000000e+00 -1.560999774932861328e+01
8.424609375000000000e+02 1.054460937500000000e+03 4.551406250000000000e+02 1.000000000000000000e+00 -1.734001731872558594e+01
9.974921875000000000e+02 1.280648437500000000e+03 5.687187500000000000e+02 1.000000000000000000e+00 -1.763752746582031250e+01
-5.226953125000000000e+02 -8.203125000000000000e-01 2.242468750000000000e+03 1.000000000000000000e+00 -1.655070686340332031e+01
-1.171378906250000000e+03 -2.882656250000000000e+02 -2.458593750000000000e+02 1.000000000000000000e+00 -1.476507759094238281e+01
-6.111054687500000000e+02 1.369437500000000000e+03 -1.008171875000000000e+03 1.000000000000000000e+00 -1.649668502807617188e+01
1.457695312500000000e+03 8.639921875000000000e+02 -1.310015625000000000e+03 1.000000000000000000e+00 -1.532627105712890625e+01
8.704101562500000000e+02 1.161984375000000000e+03 3.909375000000000000e+02 1.000000000000000000e+00 -1.737113380432128906e+01
-6.386953125000000000e+02 -6.257265625000000000e+02 5.424062500000000000e+02 1.000000000000000000e+00 -1.669915199279785156e+01
-4.705507812500000000e+02 2.148359375000000000e+03 -3.157187500000000000e+02 1.000000000000000000e+00 -1.549496841430664062e+01
1.160585937500000000e+03 6.198281250000000000e+02 4.703437500000000000e+02 1.000000000000000000e+00 -1.758778572082519531e+01
1.755039062500000000e+02 3.930078125000000000e+02 1.201562500000000000e+02 1.000000000000000000e+00 -1.513925552368164062e+01
1.399453125000000000e+03 7.988125000000000000e+02 -5.043750000000000000e+01 1.000000000000000000e+00 -1.537469577789306641e+01
-1.844812500000000000e+03 -7.883593750000000000e+01 -3.160937500000000000e+02 1.000000000000000000e+00 -1.546907997131347656e+01
-3.002695312500000000e+02 7.244843750000000000e+02 -8.541562500000000000e+02 1.000000000000000000e+00 -1.697182464599609375e+01
7.653906250000000000e+01 1.510546875000000000e+02 -4.746406250000000000e+02 1.000000000000000000e+00 -1.723709106445312500e+01
1.652617187500000000e+02 -8.362578125000000000e+02 -2.637500000000000000e+01 1.000000000000000000e+00 -1.536351013183593750e+01
-1.182226562500000000e+03 -3.786093750000000000e+02 4.981718750000000000e+02 1.000000000000000000e+00 -1.518962955474853516e+01
-1.504207031250000000e+03 -2.010390625000000000e+02 -1.792593750000000000e+03 1.000000000000000000e+00 -1.577807331085205078e+01
3.626562500000000000e+02 -1.537976562500000000e+03 1.265312500000000000e+02 1.000000000000000000e+00 -1.743217277526855469e+01
6.028593750000000000e+02 4.839062500000000000e+01 3.255000000000000000e+02 1.000000000000000000e+00 -1.708432388305664062e+01
1.155429687500000000e+03 6.112265625000000000e+02 7.988750000000000000e+02 1.000000000000000000e+00 -1.506918716430664062e+01
3.810507812500000000e+02 -7.464843750000000000e+01 6.350468750000000000e+02 1.000000000000000000e+00 -1.738078689575195312e+01
5.690117187500000000e+02 1.259062500000000000e+02 1.169218750000000000e+02 1.000000000000000000e+00 -1.707578659057617188e+01
2.017187500000000000e+03 7.856250000000000000e+01 1.943125000000000000e+02 1.000000000000000000e+00 -1.628977966308593750e+01
3.152187500000000000e+02 -1.628304687500000000e+03 5.337812500000000000e+02 1.000000000000000000e+00 -1.623698425292968750e+01
6.471484375000000000e+02 6.732656250000000000e+02 8.810468750000000000e+02 1.000000000000000000e+00 -1.677208328247070312e+01
8.846601562500000000e+02 2.798593750000000000e+02 7.528437500000000000e+02 1.000000000000000000e+00 -1.558619117736816406e+01
-1.643562500000000000e+03 -7.804375000000000000e+02 -5.173437500000000000e+01 1.000000000000000000e+00 -1.486635780334472656e+01
7.610429687500000000e+02 -3.184296875000000000e+02 -2.205671875000000000e+03 1.000000000000000000e+00 -1.620050621032714844e+01
7.705273437500000000e+02 7.168281250000000000e+02 -5.876562500000000000e+01 1.000000000000000000e+00 -1.609072685241699219e+01
1.489140625000000000e+02 -2.773281250000000000e+02 -5.124531250000000000e+02 1.000000000000000000e+00 -1.606012344360351562e+01
-9.070703125000000000e+01 -2.224218750000000000e+01 -9.301562500000000000e+01 1.000000000000000000e+00 -1.629421806335449219e+01
-1.575359375000000000e+03 -1.508328125000000000e+03 4.585000000000000000e+02 1.000000000000000000e+00 -1.616168975830078125e+01
-9.660273437500000000e+02 6.382031250000000000e+02 -2.835468750000000000e+02 1.000000000000000000e+00 -1.497242450714111328e+01
-1.373808593750000000e+03 3.674140625000000000e+02 -1.308437500000000000e+02 1.000000000000000000e+00 -1.594304943084716797e+01
-5.461562500000000000e+02 2.245468750000000000e+02 -8.478750000000000000e+02 1.000000000000000000e+00 -1.676264953613281250e+01
1.709492187500000000e+02 -2.459296875000000000e+02 2.535312500000000000e+02 1.000000000000000000e+00 -1.693812561035156250e+01
2.653398437500000000e+02 1.011570312500000000e+03 -1.775031250000000000e+03 1.000000000000000000e+00 -1.522789764404296875e+01
4.924609375000000000e+01 -9.914062500000000000e+00 1.068281250000000000e+02 1.000000000000000000e+00 -1.727692985534667969e+01
-3.250625000000000000e+02 -1.732890625000000000e+02 5.068750000000000000e+01 1.000000000000000000e+00 -1.702114868164062500e+01
1.287968750000000000e+03 6.144218750000000000e+02 -8.435625000000000000e+02 1.000000000000000000e+00 -1.635055541992187500e+01
-3.591171875000000000e+02 -2.334609375000000000e+02 8.225625000000000000e+02 1.000000000000000000e+00 -1.603138732910156250e+01
5.828046875000000000e+02 2.942187500000000000e+01 2.375156250000000000e+02 1.000000000000000000e+00 -1.602038574218750000e+01
-5.339179687500000000e+02 -9.930781250000000000e+02 -1.313500000000000000e+03 1.000000000000000000e+00 -1.604071426391601562e+01
-7.321328125000000000e+02 1.091523437500000000e+03 -8.836093750000000000e+02 1.000000000000000000e+00 -1.572309112548828125e+01
1.134828125000000000e+03 4.762109375000000000e+02 -4.981250000000000000e+02 1.000000000000000000e+00 -1.475129127502441406e+01
-2.537460937500000000e+02 -5.455390625000000000e+02 -8.256718750000000000e+02 1.000000000000000000e+00 -1.692640304565429688e+01
-1.371359375000000000e+03 -1.112734375000000000e+03 -1.500140625000000000e+03 1.000000000000000000e+00 -1.567957019805908203e+01
-1.132140625000000000e+03 -1.043992187500000000e+03 1.254296875000000000e+03 1.000000000000000000e+00 -1.675019645690917969e+01
-4.162890625000000000e+01 -3.881093750000000000e+02 4.787656250000000000e+02 1.000000000000000000e+00 -1.719461822509765625e+01
1.950625000000000000e+02 2.982812500000000000e+01 1.689062500000000000e+01 1.000000000000000000e+00 -1.706289100646972656e+01
4.633281250000000000e+02 -4.305468750000000000e+01 -6.353437500000000000e+02 1.000000000000000000e+00 -1.661925888061523438e+01
-5.982890625000000000e+02 3.294531250000000000e+02 4.668125000000000000e+02 1.000000000000000000e+00 -1.700109672546386719e+01
1.492882812500000000e+03 -1.331140625000000000e+03 1.687500000000000000e+01 1.000000000000000000e+00 -1.513352108001708984e+01
1.541835937500000000e+02 3.462187500000000000e+02 -2.336562500000000000e+02 1.000000000000000000e+00 -1.703411102294921875e+01
-1.125257812500000000e+03 1.080906250000000000e+03 1.487453125000000000e+03 1.000000000000000000e+00 -1.543396854400634766e+01
6.798398437500000000e+02 -6.482578125000000000e+02 2.071875000000000000e+01 1.000000000000000000e+00 -1.654270362854003906e+01
1.610117187500000000e+02 4.428437500000000000e+02 6.365937500000000000e+02 1.000000000000000000e+00 -1.547011280059814453e+01
1.112851562500000000e+02 1.314570312500000000e+03 -1.680843750000000000e+03 1.000000000000000000e+00 -1.629384422302246094e+01
3.523671875000000000e+02 -2.156250000000000000e+00 -6.640625000000000000e+00 1.000000000000000000e+00 -1.693177795410156250e+01
-2.609726562500000000e+02 -8.794531250000000000e+01 -5.319218750000000000e+02 1.000000000000000000e+00 -1.713720321655273438e+01
-1.419175781250000000e+03 -6.898437500000000000e+00 -1.947390625000000000e+03 1.000000000000000000e+00 -1.580607509613037109e+01
1.126070312500000000e+03 -7.254843750000000000e+02 2.952968750000000000e+02 1.000000000000000000e+00 -1.641880798339843750e+01
1.145156250000000000e+02 -3.228359375000000000e+02 -7.145312500000000000e+01 1.000000000000000000e+00 -1.709820365905761719e+01
2.402968750000000000e+02 -2.736718750000000000e+01 8.126718750000000000e+02 1.000000000000000000e+00 -1.604609680175781250e+01
4.115234375000000000e+02 -1.355523437500000000e+03 -1.139406250000000000e+03 1.000000000000000000e+00 -1.508855628967285156e+01
-2.363671875000000000e+02 2.350390625000000000e+02 -2.370468750000000000e+02 1.000000000000000000e+00 -1.554751205444335938e+01
-3.015234375000000000e+02 -7.450546875000000000e+02 -3.759375000000000000e+01 1.000000000000000000e+00 -1.684133338928222656e+01
4.935664062500000000e+02 -1.272539062500000000e+03 8.855000000000000000e+02 1.000000000000000000e+00 -1.653185462951660156e+01
2.352109375000000000e+02 -7.313984375000000000e+02 1.902062500000000000e+03 1.000000000000000000e+00 -1.548379611968994141e+01
5.977929687500000000e+02 -3.549140625000000000e+02 8.812187500000000000e+02 1.000000000000000000e+00 -1.656060218811035156e+01
-1.176085937500000000e+03 1.493828125000000000e+02 1.475156250000000000e+02 1.000000000000000000e+00 -1.652540588378906250e+01
1.320664062500000000e+03 6.580703125000000000e+02 6.192343750000000000e+02 1.000000000000000000e+00 -1.567159652709960938e+01
9.637500000000000000e+01 -9.550625000000000000e+02 9.188437500000000000e+02 1.000000000000000000e+00 -1.547558116912841797e+01
-1.039234375000000000e+03 1.014757812500000000e+03 5.550000000000000000e+02 1.000000000000000000e+00 -1.500702476501464844e+01
1.985914062500000000e+03 6.892734375000000000e+02 5.703906250000000000e+02 1.000000000000000000e+00 -1.468898773193359375e+01
1.103710937500000000e+02 -9.031406250000000000e+02 5.136875000000000000e+02 1.000000000000000000e+00 -1.703567695617675781e+01
-9.180468750000000000e+01 -1.709531250000000000e+02 -1.712187500000000000e+02 1.000000000000000000e+00 -1.692471694946289062e+01
-4.248828125000000000e+01 -8.776484375000000000e+02 -1.722750000000000000e+03 1.000000000000000000e+00 -1.566182804107666016e+01
1.327109375000000000e+02 -1.308437500000000000e+02 2.147968750000000000e+02 1.000000000000000000e+00 -1.705288696289062500e+01
-1.852812500000000000e+02 1.481484375000000000e+02 7.412187500000000000e+02 1.000000000000000000e+00 -1.689437484741210938e+01
1.772109375000000000e+02 1.612109375000000000e+02 -7.198125000000000000e+02 1.000000000000000000e+00 -1.580437564849853516e+01
-6.041601562500000000e+02 -8.349609375000000000e+02 -1.597484375000000000e+03 1.000000000000000000e+00 -1.558835697174072266e+01
