id 	,numSat 	,sumFlags 	,mass 	,centralMass 	,centralFlag 	,centralRband 	,firstSatMass 	,firstSatFlag 	,firstSatRband 
13388143 	,228 	,228 	,7.57e+14 	,9.37e+12 	,True 	,-2.7e+01 	,1.94e+11 	,True 	,-2.3e+01 
13388144 	,13 	,13 	,2.29e+14 	,1.96e+12 	,True 	,-2.5e+01 	,3.47e+10 	,True 	,-2.1e+01 
13432142 	,270 	,270 	,7.63e+14 	,5.30e+12 	,True 	,-2.6e+01 	,6.58e+11 	,True 	,-2.4e+01 
13432148 	,7 	,7 	,1.39e+14 	,8.63e+11 	,True 	,-2.4e+01 	,2.24e+12 	,True 	,-2.5e+01 
13432150 	,7 	,7 	,1.86e+14 	,3.97e+12 	,True 	,-2.6e+01 	,1.32e+12 	,True 	,-2.6e+01 
13432153 	,2 	,2 	,1.93e+14 	,7.19e+12 	,True 	,-2.6e+01 	,6.34e+08 	,True 	,-1.7e+01 
13479426 	,187 	,187 	,5.12e+14 	,4.57e+12 	,True 	,-2.6e+01 	,6.19e+11 	,True 	,-2.4e+01 
13479428 	,20 	,20 	,1.31e+14 	,2.26e+12 	,True 	,-2.5e+01 	,7.02e+10 	,True 	,-2.1e+01 
13479434 	,10 	,10 	,2.19e+14 	,5.06e+11 	,True 	,-2.4e+01 	,4.03e+09 	,True 	,-2e+01 
13479481 	,4 	,4 	,2.10e+14 	,1.45e+12 	,True 	,-2.5e+01 	,1.08e+09 	,True 	,-1.7e+01 
13532711 	,188 	,188 	,5.76e+14 	,5.41e+12 	,True 	,-2.6e+01 	,4.95e+11 	,True 	,-2.3e+01 
13532712 	,31 	,31 	,2.40e+14 	,2.44e+12 	,True 	,-2.5e+01 	,5.22e+09 	,True 	,-1.9e+01 
13581051 	,240 	,240 	,7.35e+14 	,6.16e+12 	,True 	,-2.6e+01 	,2.43e+11 	,True 	,-2.3e+01 
13634459 	,250 	,250 	,6.93e+14 	,4.67e+12 	,True 	,-2.6e+01 	,9.27e+11 	,True 	,-2.4e+01 
1580995 	,707 	,707 	,2.29e+15 	,1.43e+13 	,True 	,-2.7e+01 	,3.86e+11 	,True 	,-2.3e+01 
13634460 	,32 	,32 	,2.79e+14 	,6.65e+12 	,True 	,-2.6e+01 	,1.30e+12 	,True 	,-2.4e+01 
13634463 	,26 	,26 	,2.13e+14 	,4.01e+12 	,True 	,-2.7e+01 	,1.19e+11 	,True 	,-2.2e+01 
13634472 	,6 	,6 	,1.58e+15 	,1.42e+12 	,True 	,-2.6e+01 	,6.45e+08 	,True 	,-1.6e+01 
1580996 	,131 	,131 	,1.01e+15 	,6.61e+12 	,True 	,-2.6e+01 	,1.60e+12 	,True 	,-2.5e+01 
13686751 	,185 	,185 	,5.28e+14 	,4.56e+12 	,True 	,-2.6e+01 	,2.58e+11 	,True 	,-2.3e+01 
13686752 	,24 	,24 	,1.88e+14 	,3.56e+12 	,True 	,-2.6e+01 	,2.63e+10 	,True 	,-2.1e+01 
13686754 	,18 	,18 	,2.06e+14 	,4.07e+12 	,True 	,-2.6e+01 	,3.87e+10 	,True 	,-2.1e+01 
1580997 	,63 	,63 	,4.20e+14 	,8.39e+12 	,True 	,-2.7e+01 	,9.23e+10 	,True 	,-2.2e+01 
13737849 	,231 	,231 	,5.08e+14 	,2.60e+12 	,True 	,-2.5e+01 	,8.93e+11 	,True 	,-2.4e+01 
1580998 	,20 	,20 	,1.35e+14 	,2.88e+12 	,True 	,-2.5e+01 	,9.98e+10 	,True 	,-2.2e+01 
13737850 	,25 	,25 	,1.25e+14 	,1.42e+12 	,True 	,-2.5e+01 	,7.47e+10 	,True 	,-2.1e+01 
13737851 	,26 	,26 	,4.59e+14 	,1.04e+13 	,True 	,-2.7e+01 	,9.68e+10 	,True 	,-2.2e+01 
13737852 	,9 	,9 	,3.30e+14 	,1.78e+11 	,True 	,-2.3e+01 	,2.14e+12 	,True 	,-2.6e+01 
13737854 	,5 	,5 	,1.22e+14 	,3.91e+12 	,True 	,-2.6e+01 	,8.10e+09 	,True 	,-1.9e+01 
13792287 	,340 	,340 	,7.28e+14 	,2.34e+12 	,True 	,-2.5e+01 	,1.09e+12 	,True 	,-2.4e+01 
13792288 	,26 	,26 	,1.28e+14 	,1.11e+12 	,True 	,-2.5e+01 	,4.75e+11 	,True 	,-2.3e+01 
13792295 	,6 	,6 	,1.73e+14 	,4.61e+12 	,True 	,-2.6e+01 	,1.18e+10 	,True 	,-1.9e+01 
13845328 	,177 	,177 	,7.04e+14 	,7.47e+12 	,True 	,-2.6e+01 	,2.86e+11 	,True 	,-2.3e+01 
13845345 	,2 	,2 	,1.16e+14 	,2.76e+12 	,True 	,-2.6e+01 	,2.44e+11 	,True 	,-2.3e+01 
13886810 	,246 	,246 	,8.07e+14 	,4.97e+12 	,True 	,-2.6e+01 	,1.65e+12 	,True 	,-2.5e+01 
13886811 	,24 	,24 	,2.03e+14 	,4.03e+12 	,True 	,-2.6e+01 	,1.97e+11 	,True 	,-2.2e+01 
13886816 	,3 	,3 	,1.20e+14 	,4.94e+12 	,True 	,-2.6e+01 	,4.10e+08 	,True 	,-1.6e+01 
13927129 	,175 	,175 	,5.51e+14 	,4.22e+12 	,True 	,-2.6e+01 	,2.60e+11 	,True 	,-2.3e+01 
13927130 	,68 	,68 	,9.54e+14 	,7.10e+12 	,True 	,-2.7e+01 	,5.19e+11 	,True 	,-2.3e+01 
13927131 	,21 	,21 	,2.18e+14 	,4.94e+12 	,True 	,-2.6e+01 	,9.96e+10 	,True 	,-2.2e+01 
13988217 	,172 	,172 	,5.28e+14 	,4.96e+12 	,True 	,-2.6e+01 	,2.05e+11 	,True 	,-2.2e+01 
13988218 	,157 	,157 	,1.04e+15 	,5.75e+12 	,True 	,-2.6e+01 	,3.72e+11 	,True 	,-2.3e+01 
14038844 	,319 	,319 	,7.85e+14 	,4.92e+12 	,True 	,-2.6e+01 	,3.37e+11 	,True 	,-2.3e+01 
14038845 	,35 	,35 	,1.26e+14 	,1.60e+12 	,True 	,-2.5e+01 	,8.05e+10 	,True 	,-2.1e+01 
14038847 	,14 	,14 	,1.24e+14 	,4.67e+12 	,True 	,-2.6e+01 	,3.21e+10 	,True 	,-2e+01 
14084296 	,185 	,185 	,6.21e+14 	,5.54e+12 	,True 	,-2.6e+01 	,5.30e+11 	,True 	,-2.3e+01 
14084297 	,19 	,19 	,1.57e+14 	,1.48e+12 	,True 	,-2.5e+01 	,5.98e+10 	,True 	,-2.1e+01 
14128437 	,249 	,249 	,7.13e+14 	,4.96e+12 	,True 	,-2.6e+01 	,5.41e+11 	,True 	,-2.3e+01 
1581009 	,14 	,14 	,1.80e+14 	,4.94e+12 	,True 	,-2.6e+01 	,7.97e+10 	,True 	,-2.1e+01 
14128439 	,13 	,13 	,1.23e+14 	,2.88e+12 	,True 	,-2.5e+01 	,6.19e+10 	,True 	,-2.1e+01 
14179019 	,287 	,287 	,7.54e+14 	,3.53e+12 	,True 	,-2.6e+01 	,1.45e+12 	,True 	,-2.5e+01 
1581012 	,10 	,10 	,1.03e+14 	,2.53e+12 	,True 	,-2.5e+01 	,3.62e+08 	,True 	,-1.6e+01 
14219518 	,340 	,340 	,8.82e+14 	,2.25e+12 	,True 	,-2.5e+01 	,2.39e+12 	,True 	,-2.5e+01 
14219519 	,28 	,28 	,2.28e+14 	,4.02e+12 	,True 	,-2.6e+01 	,8.40e+10 	,True 	,-2.1e+01 
14258311 	,322 	,322 	,7.05e+14 	,3.00e+12 	,True 	,-2.5e+01 	,9.26e+11 	,True 	,-2.4e+01 
14258337 	,3 	,3 	,1.35e+14 	,2.89e+12 	,True 	,-2.5e+01 	,4.42e+11 	,True 	,-2.4e+01 
14300805 	,222 	,222 	,6.49e+14 	,4.99e+12 	,True 	,-2.6e+01 	,3.60e+11 	,True 	,-2.3e+01 
14300806 	,28 	,28 	,1.27e+14 	,1.40e+12 	,True 	,-2.5e+01 	,1.63e+11 	,True 	,-2.2e+01 
14300807 	,32 	,32 	,2.18e+14 	,2.71e+12 	,True 	,-2.5e+01 	,5.41e+10 	,True 	,-2.1e+01 
14346919 	,237 	,237 	,6.25e+14 	,3.84e+12 	,True 	,-2.6e+01 	,3.35e+11 	,True 	,-2.3e+01 
14346920 	,29 	,29 	,3.94e+14 	,8.61e+12 	,True 	,-2.7e+01 	,5.88e+10 	,True 	,-2.1e+01 
14346926 	,4 	,4 	,1.76e+14 	,3.71e+12 	,True 	,-2.6e+01 	,4.29e+10 	,True 	,-2.1e+01 
14397702 	,269 	,269 	,8.12e+14 	,5.99e+12 	,True 	,-2.6e+01 	,2.28e+11 	,True 	,-2.2e+01 
14397704 	,11 	,11 	,1.67e+14 	,5.49e+12 	,True 	,-2.6e+01 	,2.67e+10 	,True 	,-2e+01 
14441698 	,240 	,240 	,6.24e+14 	,4.62e+12 	,True 	,-2.6e+01 	,8.83e+11 	,True 	,-2.4e+01 
14441699 	,31 	,31 	,2.83e+14 	,4.59e+12 	,True 	,-2.6e+01 	,9.17e+10 	,True 	,-2.2e+01 
1581028 	,7 	,7 	,1.18e+14 	,3.09e+12 	,True 	,-2.5e+01 	,7.30e+09 	,True 	,-1.9e+01 
14441704 	,5 	,5 	,1.15e+14 	,2.62e+12 	,True 	,-2.6e+01 	,1.67e+10 	,True 	,-1.9e+01 
14441709 	,3 	,3 	,2.57e+14 	,7.36e+12 	,True 	,-2.8e+01 	,2.44e+09 	,True 	,-1.9e+01 
14486018 	,243 	,243 	,6.28e+14 	,4.60e+12 	,True 	,-2.6e+01 	,1.40e+12 	,True 	,-2.4e+01 
14486019 	,30 	,30 	,1.58e+14 	,2.18e+12 	,True 	,-2.5e+01 	,8.09e+10 	,True 	,-2.1e+01 
14486023 	,12 	,12 	,2.00e+14 	,3.30e+12 	,True 	,-2.6e+01 	,1.05e+10 	,True 	,-2e+01 
14486045 	,3 	,3 	,1.63e+14 	,3.32e+12 	,True 	,-2.5e+01 	,2.06e+08 	,True 	,-1.5e+01 
14528100 	,272 	,272 	,7.85e+14 	,5.13e+12 	,True 	,-2.6e+01 	,1.01e+12 	,True 	,-2.4e+01 
14528101 	,40 	,40 	,3.37e+14 	,3.26e+12 	,True 	,-2.6e+01 	,1.48e+11 	,True 	,-2.3e+01 
14579813 	,260 	,260 	,7.24e+14 	,2.64e+12 	,True 	,-2.5e+01 	,6.52e+11 	,True 	,-2.4e+01 
14579814 	,29 	,29 	,1.14e+14 	,1.11e+12 	,True 	,-2.4e+01 	,8.97e+10 	,True 	,-2.2e+01 
14579824 	,7 	,7 	,1.70e+14 	,5.08e+12 	,True 	,-2.6e+01 	,3.97e+09 	,True 	,-1.9e+01 
14623683 	,165 	,165 	,5.54e+14 	,5.67e+12 	,True 	,-2.6e+01 	,6.33e+11 	,True 	,-2.4e+01 
14623684 	,14 	,14 	,1.13e+14 	,2.50e+12 	,True 	,-2.5e+01 	,1.90e+10 	,True 	,-2e+01 
14664682 	,274 	,274 	,7.01e+14 	,4.68e+12 	,True 	,-2.6e+01 	,1.07e+12 	,True 	,-2.4e+01 
14664685 	,13 	,13 	,9.26e+14 	,6.45e+12 	,True 	,-2.7e+01 	,5.35e+11 	,True 	,-2.3e+01 
1581127 	,1 	,1 	,5.42e+14 	,2.14e+12 	,True 	,-2.5e+01 	,7.66e+10 	,True 	,-2.2e+01 
14664720 	,1 	,1 	,2.34e+14 	,5.86e+12 	,True 	,-2.6e+01 	,1.09e+09 	,True 	,-1.7e+01 
14718371 	,219 	,219 	,6.55e+14 	,5.90e+12 	,True 	,-2.6e+01 	,8.19e+11 	,True 	,-2.4e+01 
14760358 	,293 	,293 	,7.53e+14 	,3.57e+12 	,True 	,-2.6e+01 	,1.22e+12 	,True 	,-2.4e+01 
14760359 	,42 	,42 	,2.10e+14 	,3.21e+12 	,True 	,-2.5e+01 	,2.30e+10 	,True 	,-2.1e+01 
14760360 	,12 	,12 	,1.09e+14 	,1.62e+12 	,True 	,-2.5e+01 	,2.73e+12 	,True 	,-2.5e+01 
14760364 	,12 	,12 	,1.71e+14 	,5.69e+12 	,True 	,-2.7e+01 	,8.21e+10 	,True 	,-2.1e+01 
14760365 	,5 	,5 	,1.11e+14 	,2.74e+12 	,True 	,-2.5e+01 	,6.43e+11 	,True 	,-2.4e+01 
14760415 	,2 	,2 	,1.46e+14 	,3.31e+12 	,True 	,-2.5e+01 	,8.20e+10 	,True 	,-2.1e+01 
14814156 	,230 	,230 	,5.51e+14 	,2.36e+12 	,True 	,-2.5e+01 	,4.27e+11 	,True 	,-2.3e+01 
14814158 	,14 	,14 	,1.38e+14 	,2.29e+12 	,True 	,-2.5e+01 	,2.41e+11 	,True 	,-2.2e+01 
14859514 	,231 	,231 	,6.60e+14 	,4.04e+12 	,True 	,-2.6e+01 	,9.81e+11 	,True 	,-2.4e+01 
14859520 	,6 	,6 	,1.41e+14 	,3.50e+12 	,True 	,-2.6e+01 	,3.37e+09 	,True 	,-1.8e+01 
14900038 	,261 	,261 	,6.75e+14 	,4.82e+12 	,True 	,-2.6e+01 	,1.45e+12 	,True 	,-2.4e+01 
14900039 	,31 	,31 	,3.22e+14 	,6.70e+12 	,True 	,-2.6e+01 	,1.32e+11 	,True 	,-2.2e+01 
14940417 	,224 	,224 	,5.57e+14 	,3.58e+12 	,True 	,-2.6e+01 	,5.53e+11 	,True 	,-2.3e+01 
4 	,39 	,39 	,1.41e+14 	,1.49e+12 	,True 	,-2.4e+01 	,2.77e+11 	,True 	,-2.3e+01 
1763481 	,624 	,624 	,1.61e+15 	,7.10e+12 	,True 	,-2.6e+01 	,5.23e+11 	,True 	,-2.3e+01 
14985016 	,204 	,204 	,5.56e+14 	,3.04e+12 	,True 	,-2.5e+01 	,1.28e+12 	,True 	,-2.4e+01 
14985024 	,4 	,4 	,1.27e+14 	,2.45e+12 	,True 	,-2.5e+01 	,3.59e+10 	,True 	,-2.1e+01 
1763482 	,49 	,49 	,2.02e+14 	,1.68e+12 	,True 	,-2.5e+01 	,1.47e+11 	,True 	,-2.2e+01 
15031462 	,198 	,198 	,5.65e+14 	,5.41e+12 	,True 	,-2.6e+01 	,2.61e+11 	,True 	,-2.3e+01 
15031463 	,36 	,36 	,1.31e+14 	,2.20e+12 	,True 	,-2.5e+01 	,2.91e+11 	,True 	,-2.3e+01 
15031464 	,20 	,20 	,1.53e+14 	,4.74e+12 	,True 	,-2.6e+01 	,9.93e+10 	,True 	,-2.2e+01 
15031467 	,10 	,10 	,6.14e+14 	,6.23e+12 	,True 	,-2.6e+01 	,1.57e+12 	,True 	,-2.5e+01 
15031478 	,3 	,3 	,1.54e+14 	,3.99e+12 	,True 	,-2.6e+01 	,6.39e+10 	,True 	,-2.1e+01 
15087132 	,221 	,221 	,5.95e+14 	,4.22e+12 	,True 	,-2.6e+01 	,1.88e+12 	,True 	,-2.5e+01 
1763485 	,22 	,22 	,1.01e+14 	,1.87e+12 	,True 	,-2.5e+01 	,1.18e+11 	,True 	,-2.2e+01 
15125179 	,229 	,229 	,6.34e+14 	,4.42e+12 	,True 	,-2.6e+01 	,2.77e+11 	,True 	,-2.3e+01 
15125181 	,20 	,20 	,2.18e+14 	,5.13e+12 	,True 	,-2.6e+01 	,2.84e+10 	,True 	,-2e+01 
15125182 	,20 	,20 	,1.98e+14 	,4.03e+12 	,True 	,-2.6e+01 	,5.98e+10 	,True 	,-2.1e+01 
15125208 	,1 	,1 	,1.07e+14 	,4.65e+12 	,True 	,-2.6e+01 	,5.91e+10 	,True 	,-2.1e+01 
15172951 	,229 	,229 	,5.92e+14 	,4.04e+12 	,True 	,-2.6e+01 	,2.35e+12 	,True 	,-2.5e+01 
15172955 	,11 	,11 	,1.19e+14 	,4.37e+12 	,True 	,-2.6e+01 	,6.58e+10 	,True 	,-2.1e+01 
15172970 	,3 	,3 	,1.00e+14 	,1.88e+12 	,True 	,-2.5e+01 	,1.95e+12 	,True 	,-2.6e+01 
15214679 	,243 	,243 	,6.95e+14 	,4.32e+12 	,True 	,-2.6e+01 	,9.12e+11 	,True 	,-2.4e+01 
15214680 	,74 	,74 	,7.66e+14 	,6.71e+12 	,True 	,-2.6e+01 	,1.33e+11 	,True 	,-2.2e+01 
15264704 	,253 	,253 	,6.24e+14 	,3.48e+12 	,True 	,-2.6e+01 	,1.21e+12 	,True 	,-2.4e+01 
15264705 	,28 	,28 	,2.82e+14 	,7.13e+12 	,True 	,-2.6e+01 	,2.40e+11 	,True 	,-2.3e+01 
15304907 	,134 	,134 	,3.39e+14 	,3.20e+12 	,True 	,-2.5e+01 	,1.70e+11 	,True 	,-2.2e+01 
15304908 	,30 	,30 	,5.97e+14 	,1.33e+13 	,True 	,-2.7e+01 	,1.10e+11 	,True 	,-2.2e+01 
15304912 	,3 	,3 	,1.66e+14 	,3.52e+12 	,True 	,-2.6e+01 	,4.36e+09 	,True 	,-1.9e+01 
15348580 	,219 	,219 	,6.33e+14 	,5.04e+12 	,True 	,-2.6e+01 	,1.07e+12 	,True 	,-2.4e+01 
15348582 	,12 	,12 	,1.05e+14 	,1.55e+12 	,True 	,-2.5e+01 	,9.01e+11 	,True 	,-2.5e+01 
15386285 	,189 	,189 	,5.41e+14 	,3.86e+12 	,True 	,-2.6e+01 	,4.47e+11 	,True 	,-2.3e+01 
15386286 	,27 	,27 	,1.57e+14 	,1.84e+12 	,True 	,-2.5e+01 	,1.35e+11 	,True 	,-2.2e+01 
15386290 	,10 	,10 	,1.05e+14 	,1.70e+12 	,True 	,-2.5e+01 	,4.81e+10 	,True 	,-2.1e+01 
15386300 	,4 	,4 	,8.42e+14 	,1.03e+13 	,True 	,-2.7e+01 	,9.71e+11 	,True 	,-2.4e+01 
15428207 	,223 	,223 	,6.06e+14 	,5.10e+12 	,True 	,-2.6e+01 	,1.53e+11 	,True 	,-2.2e+01 
15465516 	,286 	,286 	,7.09e+14 	,2.52e+12 	,True 	,-2.5e+01 	,5.93e+11 	,True 	,-2.4e+01 
15465518 	,8 	,8 	,1.20e+14 	,3.89e+12 	,True 	,-2.7e+01 	,9.18e+10 	,True 	,-2.2e+01 
15500142 	,212 	,212 	,6.24e+14 	,5.19e+12 	,True 	,-2.6e+01 	,5.57e+11 	,True 	,-2.3e+01 
15500144 	,22 	,22 	,1.45e+14 	,2.64e+12 	,True 	,-2.5e+01 	,8.95e+11 	,True 	,-2.4e+01 
15500145 	,20 	,20 	,1.39e+14 	,2.26e+12 	,True 	,-2.5e+01 	,6.11e+10 	,True 	,-2.1e+01 
15543062 	,300 	,300 	,6.98e+14 	,4.22e+12 	,True 	,-2.6e+01 	,5.58e+11 	,True 	,-2.3e+01 
15543063 	,20 	,20 	,1.04e+14 	,2.20e+12 	,True 	,-2.5e+01 	,4.73e+10 	,True 	,-2.1e+01 
15543148 	,1 	,1 	,3.72e+14 	,8.18e+12 	,True 	,-2.7e+01 	,5.06e+10 	,True 	,-2.1e+01 
15586138 	,228 	,228 	,5.86e+14 	,3.61e+12 	,True 	,-2.6e+01 	,2.31e+12 	,True 	,-2.5e+01 
46 	,5 	,5 	,1.46e+14 	,4.49e+12 	,True 	,-2.6e+01 	,1.07e+10 	,True 	,-1.9e+01 
1763505 	,6 	,6 	,2.39e+14 	,7.62e+12 	,True 	,-2.7e+01 	,1.21e+09 	,True 	,-1.7e+01 
15620242 	,226 	,226 	,6.45e+14 	,3.87e+12 	,True 	,-2.6e+01 	,6.89e+11 	,True 	,-2.4e+01 
15620243 	,21 	,21 	,3.94e+14 	,3.66e+12 	,True 	,-2.6e+01 	,2.30e+10 	,True 	,-2e+01 
15620244 	,27 	,27 	,3.29e+14 	,6.76e+12 	,True 	,-2.6e+01 	,4.19e+10 	,True 	,-2.1e+01 
15668851 	,203 	,203 	,5.70e+14 	,4.46e+12 	,True 	,-2.6e+01 	,2.71e+11 	,True 	,-2.3e+01 
15668853 	,25 	,25 	,3.69e+14 	,6.72e+12 	,True 	,-2.6e+01 	,4.16e+10 	,True 	,-2e+01 
15708936 	,220 	,220 	,6.08e+14 	,2.80e+12 	,True 	,-2.5e+01 	,1.06e+12 	,True 	,-2.4e+01 
15708938 	,16 	,16 	,1.24e+14 	,1.88e+12 	,True 	,-2.5e+01 	,1.55e+10 	,True 	,-2.1e+01 
15746111 	,319 	,319 	,7.27e+14 	,3.06e+12 	,True 	,-2.5e+01 	,7.09e+11 	,True 	,-2.4e+01 
15746112 	,20 	,20 	,2.03e+14 	,2.38e+12 	,True 	,-2.5e+01 	,9.34e+10 	,True 	,-2.1e+01 
15789938 	,174 	,174 	,5.52e+14 	,4.70e+12 	,True 	,-2.6e+01 	,1.67e+11 	,True 	,-2.2e+01 
15789945 	,4 	,4 	,1.35e+14 	,3.80e+12 	,True 	,-2.6e+01 	,1.10e+11 	,True 	,-2.3e+01 
15789946 	,8 	,8 	,1.32e+14 	,7.34e+11 	,True 	,-2.5e+01 	,1.63e+12 	,True 	,-2.6e+01 
15834634 	,195 	,195 	,5.79e+14 	,4.43e+12 	,True 	,-2.6e+01 	,9.89e+11 	,True 	,-2.4e+01 
15834637 	,16 	,16 	,3.34e+14 	,2.92e+12 	,True 	,-2.5e+01 	,3.45e+10 	,True 	,-2.1e+01 
15876167 	,152 	,152 	,5.07e+14 	,4.52e+12 	,True 	,-2.6e+01 	,8.34e+11 	,True 	,-2.4e+01 
15876177 	,4 	,4 	,1.09e+14 	,8.10e+11 	,True 	,-2.4e+01 	,1.12e+10 	,True 	,-2e+01 
15876184 	,5 	,5 	,3.65e+14 	,3.95e+12 	,True 	,-2.6e+01 	,1.07e+12 	,True 	,-2.5e+01 
15916351 	,194 	,194 	,4.84e+14 	,3.78e+12 	,True 	,-2.6e+01 	,6.69e+11 	,True 	,-2.4e+01 
15955034 	,239 	,239 	,5.87e+14 	,3.64e+12 	,True 	,-2.6e+01 	,3.26e+11 	,True 	,-2.3e+01 
15955042 	,7 	,7 	,1.37e+14 	,3.46e+12 	,True 	,-2.5e+01 	,1.93e+10 	,True 	,-2e+01 
15989514 	,193 	,193 	,5.10e+14 	,3.79e+12 	,True 	,-2.6e+01 	,2.68e+11 	,True 	,-2.3e+01 
15989515 	,14 	,14 	,2.38e+14 	,7.32e+12 	,True 	,-2.6e+01 	,1.77e+11 	,True 	,-2.2e+01 
15989517 	,7 	,7 	,2.05e+14 	,7.97e+12 	,True 	,-2.7e+01 	,1.66e+10 	,True 	,-2e+01 
16033074 	,276 	,276 	,7.41e+14 	,3.15e+12 	,True 	,-2.5e+01 	,1.37e+12 	,True 	,-2.4e+01 
16033075 	,33 	,33 	,1.71e+14 	,2.24e+12 	,True 	,-2.5e+01 	,1.55e+11 	,True 	,-2.2e+01 
16033076 	,19 	,19 	,1.05e+14 	,1.80e+12 	,True 	,-2.5e+01 	,1.21e+11 	,True 	,-2.2e+01 
16065958 	,156 	,156 	,4.85e+14 	,3.85e+12 	,True 	,-2.6e+01 	,9.00e+11 	,True 	,-2.4e+01 
16065970 	,12 	,12 	,1.28e+14 	,3.34e+12 	,True 	,-2.7e+01 	,6.13e+11 	,True 	,-2.4e+01 
16103108 	,224 	,224 	,5.39e+14 	,2.38e+12 	,True 	,-2.5e+01 	,2.03e+12 	,True 	,-2.5e+01 
16103113 	,14 	,14 	,1.98e+14 	,1.86e+12 	,True 	,-2.5e+01 	,1.83e+10 	,True 	,-2e+01 
1921024 	,565 	,565 	,1.68e+15 	,1.17e+13 	,True 	,-2.7e+01 	,1.07e+12 	,True 	,-2.4e+01 
16137289 	,210 	,210 	,5.55e+14 	,4.91e+12 	,True 	,-2.6e+01 	,1.50e+11 	,True 	,-2.2e+01 
16137290 	,25 	,25 	,1.20e+14 	,1.75e+12 	,True 	,-2.5e+01 	,1.11e+11 	,True 	,-2.2e+01 
1921025 	,93 	,93 	,4.11e+14 	,1.95e+12 	,True 	,-2.5e+01 	,7.47e+11 	,True 	,-2.4e+01 
16137300 	,1 	,1 	,1.14e+14 	,4.91e+12 	,True 	,-2.7e+01 	,2.46e+09 	,True 	,-1.8e+01 
1921026 	,37 	,37 	,1.04e+14 	,1.02e+12 	,True 	,-2.4e+01 	,1.38e+11 	,True 	,-2.2e+01 
16171546 	,234 	,234 	,6.44e+14 	,3.73e+12 	,True 	,-2.6e+01 	,2.76e+12 	,True 	,-2.6e+01 
16171547 	,20 	,20 	,1.02e+14 	,1.64e+12 	,True 	,-2.5e+01 	,9.52e+10 	,True 	,-2.2e+01 
16171556 	,5 	,5 	,1.65e+14 	,5.84e+12 	,True 	,-2.6e+01 	,1.03e+08 	,True 	,-1.5e+01 
16207140 	,152 	,152 	,5.48e+14 	,8.08e+12 	,True 	,-2.8e+01 	,2.54e+11 	,True 	,-2.3e+01 
16207141 	,13 	,13 	,1.84e+14 	,4.56e+12 	,True 	,-2.6e+01 	,9.35e+10 	,True 	,-2.2e+01 
16207155 	,7 	,7 	,4.50e+14 	,5.23e+11 	,True 	,-2.4e+01 	,2.69e+12 	,True 	,-2.6e+01 
16242314 	,113 	,113 	,3.53e+14 	,3.95e+12 	,True 	,-2.6e+01 	,1.17e+11 	,True 	,-2.2e+01 
16276166 	,149 	,149 	,4.22e+14 	,3.34e+12 	,True 	,-2.5e+01 	,4.68e+11 	,True 	,-2.3e+01 
16276167 	,40 	,40 	,2.63e+14 	,7.11e+12 	,True 	,-2.6e+01 	,1.39e+11 	,True 	,-2.2e+01 
16311240 	,224 	,224 	,5.40e+14 	,3.60e+12 	,True 	,-2.6e+01 	,4.16e+11 	,True 	,-2.3e+01 
16311241 	,32 	,32 	,4.09e+14 	,7.50e+12 	,True 	,-2.7e+01 	,3.63e+11 	,True 	,-2.3e+01 
16348359 	,206 	,206 	,5.65e+14 	,2.54e+12 	,True 	,-2.5e+01 	,5.95e+11 	,True 	,-2.4e+01 
16376258 	,190 	,190 	,5.20e+14 	,4.29e+12 	,True 	,-2.6e+01 	,3.57e+11 	,True 	,-2.3e+01 
16376259 	,46 	,46 	,8.42e+14 	,7.62e+12 	,True 	,-2.7e+01 	,3.61e+11 	,True 	,-2.3e+01 
16376260 	,19 	,19 	,1.19e+14 	,3.69e+12 	,True 	,-2.6e+01 	,1.48e+11 	,True 	,-2.2e+01 
16376261 	,13 	,13 	,1.06e+14 	,2.74e+12 	,True 	,-2.6e+01 	,5.89e+10 	,True 	,-2.1e+01 
16376263 	,8 	,8 	,1.29e+14 	,2.20e+12 	,True 	,-2.5e+01 	,1.43e+10 	,True 	,-2e+01 
16420527 	,190 	,190 	,5.51e+14 	,4.50e+12 	,True 	,-2.6e+01 	,2.13e+11 	,True 	,-2.3e+01 
16420531 	,9 	,9 	,1.40e+14 	,2.26e+12 	,True 	,-2.5e+01 	,6.67e+09 	,True 	,-1.9e+01 
16460046 	,200 	,200 	,5.03e+14 	,3.57e+12 	,True 	,-2.6e+01 	,3.99e+11 	,True 	,-2.3e+01 
16460048 	,19 	,19 	,2.10e+14 	,6.17e+12 	,True 	,-2.6e+01 	,1.13e+11 	,True 	,-2.2e+01 
16460130 	,1 	,1 	,2.51e+14 	,4.64e+12 	,True 	,-2.7e+01 	,3.13e+11 	,True 	,-2.3e+01 
16493902 	,184 	,184 	,4.82e+14 	,4.68e+12 	,True 	,-2.6e+01 	,2.65e+11 	,True 	,-2.3e+01 
16493904 	,13 	,13 	,1.13e+14 	,7.84e+11 	,True 	,-2.4e+01 	,7.99e+11 	,True 	,-2.5e+01 
16529449 	,156 	,156 	,4.04e+14 	,2.86e+12 	,True 	,-2.5e+01 	,4.98e+11 	,True 	,-2.3e+01 
1921039 	,18 	,18 	,2.09e+14 	,2.49e+12 	,True 	,-2.5e+01 	,2.45e+10 	,True 	,-2e+01 
16561645 	,191 	,191 	,5.94e+14 	,4.41e+12 	,True 	,-2.6e+01 	,1.88e+12 	,True 	,-2.5e+01 
